feature_1,feature2,class
-12.749310447032713,30.641504196308997,A
-22.702862461308076,36.780473079284064,A
-12.957783450363886,38.48416257835237,A
-6.293464807045927,35.5733152515414,A
-12.326833201481701,49.000230634108085,A
-9.847939972300212,23.23183696870403,A
-31.741473538730066,48.874840591174475,A
-18.38128515324459,42.44943456227895,A
-21.67604444936432,27.798777932828198,A
-11.274387715431573,41.89793792210622,A
-10.525473228637757,24.742347058546695,A
-22.06504263310569,44.2058521130361,A
13.717026042896073,18.732024869740222,A
-6.819117385361882,19.284610106749604,A
-6.280638048124379,29.49923290664745,A
-10.869885060414347,30.51917153118488,A
-0.14700567852990076,11.041937715605012,A
-1.2507023262194767,35.872453313333416,A
-16.301510742616184,25.999848612450492,A
-8.97985931297372,33.87577959305731,A
-3.3131063060840633,13.165413280309089,A
-32.83433805978135,45.223508121216895,A
-6.707255392820395,46.80957729210412,A
-6.092266307824712,27.5975037166421,A
-6.310148353890428,38.10379790244026,A
-13.797967498739109,33.19983337958057,A
-2.977127600285753,37.6071671599914,A
-17.522725771753812,33.103680650472725,A
5.59215958920332,21.78694855987857,A
-11.487829680665365,9.72828569112199,A
-8.026805135579565,35.326789785638184,A
3.263796894842706,20.432384882798644,A
-9.448280292376792,32.184017370627274,A
-11.048017739130522,27.64467105683441,A
-16.515457444508424,29.985628837392202,A
0.8992655752166652,17.744568181293758,A
-20.95703264545424,40.73265573462698,A
-1.6467963528140679,22.317820430976088,A
-1.7530790042895852,41.57128102316146,A
-7.39598929680327,24.381117545502157,A
-12.300037812847096,32.530669241370035,A
-10.325320234097799,31.722748847182654,A
-3.281296936918448,26.116799129144606,A
-12.55150466762429,20.29895131306557,A
-15.949507343834036,49.64535513858699,A
-3.9572759789753738,45.97250527539261,A
-28.15779744716631,39.01958998195491,A
-15.210159399218902,22.215735624898308,A
-12.229477674621812,27.312419499005028,A
0.7268553144762322,26.29453473355291,A
-4.149472961949634,39.25376429305724,A
-25.64410345090547,38.13460263799353,A
-25.97337188949696,37.804530296536086,A
-23.57885564913972,28.499101707996264,A
-10.96674428486025,33.57974144428561,A
1.3333750693453332,27.407272134270702,A
-22.426148627410047,37.11670738564916,A
-26.3000130919887,25.151125355928993,A
-5.485006584257927,15.49145762802905,A
-18.196224341449714,32.268129222003644,A
-14.123147908606928,33.560255414442636,A
-17.9260632404525,18.613469031183293,A
-9.411017157324173,29.824005872785424,A
0.149573705626306,21.59953159742618,A
-9.99664719336479,28.49342954856868,A
13.8853631279683,22.270869348806833,A
-9.101898523049769,38.61893566124246,A
-6.041539795792184,19.01900162383693,A
-27.232608583841667,42.333344948044726,A
-15.468570951195481,25.96879245841749,A
-18.563786697047252,31.40616028435947,A
-6.738362095586192,43.25217768437996,A
-13.437798914570816,32.90656221510087,A
-27.856823478927485,35.09003027359786,A
-2.6490082896708333,38.596554478413,A
-16.342693904666376,44.78592196797564,A
-9.797796171768487,48.47502530363689,A
-9.548622529145554,26.0334688473652,A
-16.16152876316049,31.788368120658156,A
-10.28271852134478,11.177577008637083,A
2.0243387049714503,16.426324703919843,A
1.309794998649572,10.11575070213016,A
0.5127285255440341,29.516867581285695,A
-0.7659878459960474,21.995924822325605,A
-5.240335391923498,30.044535357258393,A
-4.422707566950918,24.274268396263064,A
-11.381801754154678,22.60092052279473,A
-32.42226285133769,29.53622985899612,A
-4.258564991871118,12.237077905998767,A
5.259962532928835,14.379781137688825,A
-11.45063574668097,33.288651819550644,A
-19.348982933452625,38.43198498672095,A
-5.304149887391794,31.88795455846677,A
-9.424341920790257,29.156206279331474,A
-11.598378875647953,33.18280687201877,A
-24.87181800234807,35.947146606635485,A
-11.147806157915484,50.15278008705418,A
-8.502426360657193,25.750016790532783,A
-0.8030734819635725,31.58092231843649,A
-14.415605461269646,34.027742399904874,A
-10.162277869814073,30.369871249457997,A
6.085478720231546,13.65815670240324,A
-17.09256766122625,22.23106481384651,A
-11.79157818056255,37.88955246579648,A
-9.720630068017865,29.304237706891833,A
0.11400939873720617,26.617197537234436,A
-14.507494128707751,36.38932398272186,A
-10.56781147716459,37.935240112300086,A
-1.9668594221235836,20.301752001624116,A
-17.397709296903482,40.132470311574274,A
-28.215002619203798,50.27647386940808,A
13.46129343924877,17.90714153266226,A
-13.396807154015766,40.89007728318152,A
-6.582947378832372,19.23332250626185,A
-12.261545034328938,45.18936134598041,A
-4.963907334393311,30.62432282441389,A
-12.654689900915187,17.750552699557787,A
22.42661487375414,11.40093067623787,A
-10.947001417295587,40.06878237488889,A
-10.365953151276688,25.144337797508783,A
0.942927483854648,24.488871578334063,A
-6.430033526034787,12.648318734637996,A
13.22894026965453,25.818738542520993,A
-7.330081149921172,32.80654243790884,A
-12.253950729527048,38.68965238432297,A
-12.349353735782755,37.831835916856136,A
-25.20535988016365,41.98490651831226,A
-5.652105199863356,21.988302326605933,A
-22.263434450363924,29.451460195607805,A
-28.459204623753717,50.62718819710061,A
-6.857034144652691,40.172438138264496,A
1.269064983795289,36.15081374725536,A
-24.1770657424233,22.622035028702868,A
0.23196732679836884,22.45613393263979,A
-23.88157997300723,47.350412708731724,A
-0.005362241654937705,32.48343049234583,A
-9.666915088469832,37.80232656241134,A
-6.928223952217715,10.535820302661492,A
-24.268582862016316,33.47475690259532,A
9.828142550214945,10.835780401285682,A
-0.7786377367562771,40.24345516263125,A
-16.275352403219266,24.212401568380784,A
-23.182839164381875,42.73747709727359,A
-9.256251379164363,29.79974688687108,A
-8.030087571872652,32.77122252747981,A
-27.217103561977943,26.66382368727217,A
-24.08340063188021,43.63311449940145,A
-10.429436910646917,21.286166240581743,A
-5.2746179449995685,45.650875837828906,A
-2.593168389729313,16.242756948781135,A
-18.760534886365537,27.014288215052314,A
-25.573724988494256,29.553211880022374,A
-12.632650371681276,27.387005206528883,A
-18.360235006481922,38.70810740767364,A
0.8914514130112199,17.354260983110613,A
-20.21671443578433,35.421746256821955,A
8.640323133293151,15.707366072447096,A
-3.9739137166705847,29.979725202475514,A
-12.641667425229926,43.743975915377746,A
-6.552335125040192,24.43998455772305,A
-5.5330561283182025,31.17240927060016,A
10.042703453450962,9.130952440164506,A
-3.3449076874928307,8.635172250527535,A
-0.4463117403670669,37.542133625321505,A
-22.37667889529974,25.898863766241185,A
-29.828271770737206,49.73797732218068,A
-21.713199971832992,42.57549148157378,A
-21.329561098095528,56.966660735813754,A
-27.770982634770764,40.28245440951044,A
-12.122068793594831,34.00867438808849,A
-25.87435024319972,42.70536418449618,A
-4.366076312321749,30.818937624453373,A
-14.55620362443667,37.02779627058239,A
-3.0806504983647,22.854459148436167,A
11.080641844346449,7.178396408370112,A
-26.819745551142844,49.28721994030205,A
-6.6090494217286615,5.635467030732546,A
-14.551778274464972,42.45069269035657,A
-1.7865823177169542,24.94249465692795,A
-10.957819461173155,32.897686728199865,A
8.784414716512167,16.366203431543344,A
-20.900615930385925,41.93179069117744,A
-9.054639721253107,32.2808754521938,A
-2.6696312492626726,26.7495349310202,A
-5.240339755003608,17.30278237153836,A
-17.816048140348983,40.588276271368386,A
-1.8948611421164987,35.030675144251354,A
-25.98692958891661,44.401768819260404,A
-33.7226738504248,37.22400222889318,A
